ID,name,synonyms,category,matrix_unit,matrix_amount,components[0].name,components[0].amount,components[0].unit,components[1].name,components[1].amount,components[1].unit,components[2].name,components[2].amount,components[2].unit,components[3].name,components[3].amount,components[3].unit,components[4].name,components[4].amount,components[4].unit,components[5].name,components[5].amount,components[5].unit,components[6].name,components[6].amount,components[6].unit,components[7].name,components[7].amount,components[7].unit,components[8].name,components[8].amount,components[8].unit,components[9].name,components[9].amount,components[9].unit,components[10].name,components[10].amount,components[10].unit,components[11].name,components[11].amount,components[11].unit,components[12].name,components[12].amount,components[12].unit,components[13].name,components[13].amount,components[13].unit,components[14].name,components[14].amount,components[14].unit,components[15].name,components[15].amount,components[15].unit,components[16].name,components[16].amount,components[16].unit,components[17].name,components[17].amount,components[17].unit,components[18].name,components[18].amount,components[18].unit,components[19].name,components[19].amount,components[19].unit,components[20].name,components[20].amount,components[20].unit,components[21].name,components[21].amount,components[21].unit,components[22].name,components[22].amount,components[22].unit,components[23].name,components[23].amount,components[23].unit,components[24].name,components[24].amount,components[24].unit,components[25].name,components[25].amount,components[25].unit,components[26].name,components[26].amount,components[26].unit,components[27].name,components[27].amount,components[27].unit,components[28].name,components[28].amount,components[28].unit,components[30].name,components[30].amount,components[30].unit,components[31].name,components[31].amount,components[31].unit,components[32].name,components[32].amount,components[32].unit,components[33].name,components[33].amount,components[33].unit,components[34].name,components[34].amount,components[34].unit,components[35].name,components[35].amount,components[35].unit,components[36].name,components[36].amount,components[36].unit,components[37].name,components[37].amount,components[37].unit
748,"Roggenmehl, halbweiss, Typ 815",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",g,100,Energie kJ,1430,kJ,Energie kcal,340,kcal,Protein,7.1,g,Alkohol,0,g,Wasser,14.3,g,Kohlenhydrate,72,g,Stärke,64.7,g,,7.1,g,Ballaststoffe,5.2,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,1,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,6,beta-carotene equivalent,beta-carotene,6,µg,Vitamin B1,0.18,mg,Vitamin B2,0.09,mg,Vitamin B6,0.11,mg,Vitamin B12,0,µg,Niacin,0.6,mg,Folat,50,µg,Pantothensäure,0.6,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,1,mg,Kalium,170,mg,Chlorid,32,mg,Kalzium,22,mg,Magnesium,26,mg,Phosphor,130,mg,Eisen,2.1,mg,Jodid,2.1,µg,Zink,1.5,mg
752,"Roggenmehl, Ruch, Typ 1050",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",g,100,Energie kJ,1410,kJ,Energie kcal,335,kcal,Protein,7.5,g,Alkohol,0,g,Wasser,14.1,g,Kohlenhydrate,69,g,Stärke,61.8,g,,6.8,g,Ballaststoffe,7.7,g,Fett,2,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,1,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,6,beta-carotene equivalent,beta-carotene,6,µg,Vitamin B1,0.21,mg,Vitamin B2,0.11,mg,Vitamin B6,0.28,mg,Vitamin B12,0,µg,Niacin,0.98,mg,Folat,65,µg,Pantothensäure,0.85,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,1.1,alpha-tocopherol equivalent,Natrium,1,mg,Kalium,270,mg,Chlorid,35,mg,Kalzium,26,mg,Magnesium,62,mg,Phosphor,190,mg,Eisen,2.5,mg,Jodid,2.7,µg,Zink,2.1,mg
749,"Roggenmehl, Vollkorn, Schrot, Typ 1800",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",g,100,Energie kJ,1370,kJ,Energie kcal,325,kcal,Protein,8.5,g,Alkohol,0,g,Wasser,14.3,g,Kohlenhydrate,63,g,Stärke,61.7,g,,1,g,Ballaststoffe,11.2,g,Fett,2,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.2,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.7,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.3,mg,Vitamin B2,0.14,mg,Vitamin B6,0.3,mg,Vitamin B12,0,µg,Niacin,1.9,mg,Folat,78,µg,Pantothensäure,1,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,1.6,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,440,mg,Chlorid,73,mg,Kalzium,23,mg,Magnesium,83,mg,Phosphor,360,mg,Eisen,4,mg,Jodid,4.6,µg,Zink,3.7,mg
846,Roggenschrotbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",g,100,Energie kJ,970,kJ,Energie kcal,230,kcal,Protein,6.2,g,Alkohol,0,g,Wasser,40.8,g,Kohlenhydrate,44,g,Stärke,43.1,g,,0.7,g,Ballaststoffe,7.5,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.16,mg,Vitamin B2,0.09,mg,Vitamin B6,0.19,mg,Vitamin B12,0,µg,Niacin,1.3,mg,Folat,26,µg,Pantothensäure,0.51,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,1.1,alpha-tocopherol equivalent,Natrium,570,mg,Kalium,300,mg,Chlorid,900,mg,Kalzium,19,mg,Magnesium,57,mg,Phosphor,240,mg,Eisen,2.7,mg,Jodid,3.3,µg,Zink,2.5,mg
707,Rohessspeck,Bauernspeck,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1660,kJ,Energie kcal,400,kcal,Protein,22.1,g,Alkohol,0,g,Wasser,39,g,Kohlenhydrate,1,g,Stärke,0,g,,0.6,g,Ballaststoffe,0,g,Fett,34,g,Cholesterin,62,mg,Einfache ungesättigte Fettsäuren,15.5,g,Gesättigte Fettsäuren,13.1,g,Mehrfach ungesättigte Fettsäuren,2.3,g,Vitamin A,4,retinol equivalent,all-trans retinol equivalents,4,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.56,mg,Vitamin B2,0.14,mg,Vitamin B6,0.3,mg,Vitamin B12,0.5,µg,Niacin,6.9,mg,Folat,0,µg,Pantothensäure,1.1,mg,Vitamin C,8.3,mg,Vitamin D,1.7,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,1520,mg,Kalium,400,mg,Chlorid,2370,mg,Kalzium,0,mg,Magnesium,22,mg,Phosphor,210,mg,Eisen,0,mg,Jodid,0,µg,Zink,2.3,mg
1117,Rohpökelwaren (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1270,kJ,Energie kcal,305,kcal,Protein,28.1,g,Alkohol,0,g,Wasser,45.7,g,Kohlenhydrate,0,g,Stärke,0,g,,0.3,g,Ballaststoffe,0,g,Fett,21,g,Cholesterin,65,mg,Einfache ungesättigte Fettsäuren,6.7,g,Gesättigte Fettsäuren,5.6,g,Mehrfach ungesättigte Fettsäuren,1.5,g,Vitamin A,2,retinol equivalent,all-trans retinol equivalents,2,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.39,mg,Vitamin B2,0.22,mg,Vitamin B6,0.37,mg,Vitamin B12,0.53,µg,Niacin,5,mg,Folat,3.5,µg,Pantothensäure,0.89,mg,Vitamin C,4,mg,Vitamin D,0.6,µg,Vitamin E,0.07,alpha-tocopherol equivalent,Natrium,1610,mg,Kalium,400,mg,Chlorid,1640,mg,Kalzium,8.8,mg,Magnesium,18,mg,Phosphor,220,mg,Eisen,2.4,mg,Jodid,0,µg,Zink,3.5,mg
693,Rohschinken,,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,960,kJ,Energie kcal,230,kcal,Protein,31,g,Alkohol,0,g,Wasser,51.9,g,Kohlenhydrate,0,g,Stärke,0,g,,0.3,g,Ballaststoffe,0,g,Fett,12,g,Cholesterin,78,mg,Einfache ungesättigte Fettsäuren,5.3,g,Gesättigte Fettsäuren,4.3,g,Mehrfach ungesättigte Fettsäuren,0.7,g,Vitamin A,4,retinol equivalent,all-trans retinol equivalents,4,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.97,mg,Vitamin B2,0.22,mg,Vitamin B6,0.44,mg,Vitamin B12,0.4,µg,Niacin,8.7,mg,Folat,2,µg,Pantothensäure,1.5,mg,Vitamin C,4.4,mg,Vitamin D,0.6,µg,Vitamin E,0.2,alpha-tocopherol equivalent,Natrium,1760,mg,Kalium,560,mg,Chlorid,2850,mg,Kalzium,9,mg,Magnesium,30,mg,Phosphor,290,mg,Eisen,2.8,mg,Jodid,0,µg,Zink,2.9,mg
1115,Rohwürste mit abgebrochener Reifung (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1530,kJ,Energie kcal,370,kcal,Protein,15.6,g,Alkohol,0,g,Wasser,46.7,g,Kohlenhydrate,1,g,Stärke,0,g,,0.6,g,Ballaststoffe,0.1,g,Fett,34,g,Cholesterin,62,mg,Einfache ungesättigte Fettsäuren,15.6,g,Gesättigte Fettsäuren,12.7,g,Mehrfach ungesättigte Fettsäuren,3.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2,beta-carotene equivalent,beta-carotene,2,µg,Vitamin B1,0.46,mg,Vitamin B2,0.14,mg,Vitamin B6,0.24,mg,Vitamin B12,1.2,µg,Niacin,4,mg,Folat,2.4,µg,Pantothensäure,0.57,mg,Vitamin C,30.2,mg,Vitamin D,0,µg,Vitamin E,0.41,alpha-tocopherol equivalent,Natrium,940,mg,Kalium,200,mg,Chlorid,1380,mg,Kalzium,9.2,mg,Magnesium,17,mg,Phosphor,110,mg,Eisen,0.9,mg,Jodid,0.9,µg,Zink,1.7,mg
1114,Rohwürste/Dauerwürste (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1880,kJ,Energie kcal,455,kcal,Protein,22,g,Alkohol,0,g,Wasser,32.2,g,Kohlenhydrate,0,g,Stärke,0,g,,0.3,g,Ballaststoffe,0,g,Fett,41,g,Cholesterin,80,mg,Einfache ungesättigte Fettsäuren,18.6,g,Gesättigte Fettsäuren,15.6,g,Mehrfach ungesättigte Fettsäuren,3.7,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.46,mg,Vitamin B2,0.19,mg,Vitamin B6,0.29,mg,Vitamin B12,2.2,µg,Niacin,6,mg,Folat,1.3,µg,Pantothensäure,0.7,mg,Vitamin C,31.5,mg,Vitamin D,0.8,µg,Vitamin E,0.33,alpha-tocopherol equivalent,Natrium,1490,mg,Kalium,340,mg,Chlorid,2300,mg,Kalzium,6.8,mg,Magnesium,19,mg,Phosphor,160,mg,Eisen,1.5,mg,Jodid,0.4,µg,Zink,3,mg
429,Rollgerste,Gerstengraupen,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",g,100,Energie kJ,1460,kJ,Energie kcal,345,kcal,Protein,9.6,g,Alkohol,0,g,Wasser,12.2,g,Kohlenhydrate,71,g,Stärke,68.4,g,,2.2,g,Ballaststoffe,4.6,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.3,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.09,mg,Vitamin B2,0.08,mg,Vitamin B6,0.22,mg,Vitamin B12,0,µg,Niacin,3.1,mg,Folat,20,µg,Pantothensäure,0.5,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.2,alpha-tocopherol equivalent,Natrium,5,mg,Kalium,250,mg,Chlorid,110,mg,Kalzium,18,mg,Magnesium,65,mg,Phosphor,200,mg,Eisen,2.8,mg,Jodid,1,µg,Zink,2.1,mg
805,Rollmops,"Hering, sauer",Fisch/Fischerzeugnisse,g,100,Energie kJ,1130,kJ,Energie kcal,270,kcal,Protein,12,g,Alkohol,0,g,Wasser,49.3,g,Kohlenhydrate,20,g,Stärke,0,g,,18,g,Ballaststoffe,0,g,Fett,16,g,Cholesterin,60,mg,Einfache ungesättigte Fettsäuren,7.9,g,Gesättigte Fettsäuren,3.7,g,Mehrfach ungesättigte Fettsäuren,3,g,Vitamin A,13,retinol equivalent,all-trans retinol equivalents,13,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.03,mg,Vitamin B2,0.17,mg,Vitamin B6,0,mg,Vitamin B12,6.6,µg,Niacin,2.5,mg,Folat,1.8,µg,Pantothensäure,0.1,mg,Vitamin C,0,mg,Vitamin D,12,µg,Vitamin E,1.6,alpha-tocopherol equivalent,Natrium,1180,mg,Kalium,44,mg,Chlorid,0,mg,Kalzium,30,mg,Magnesium,6.4,mg,Phosphor,52,mg,Eisen,0.9,mg,Jodid,32,µg,Zink,0.6,mg
718,Rollschinken,,Fleisch- und Wurstwaren/Kochwurstware,g,100,Energie kJ,760,kJ,Energie kcal,185,kcal,Protein,20.3,g,Alkohol,0,g,Wasser,64.8,g,Kohlenhydrate,1,g,Stärke,0,g,,1.2,g,Ballaststoffe,0,g,Fett,11,g,Cholesterin,50,mg,Einfache ungesättigte Fettsäuren,5,g,Gesättigte Fettsäuren,4.1,g,Mehrfach ungesättigte Fettsäuren,0.7,g,Vitamin A,4,retinol equivalent,all-trans retinol equivalents,4,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.67,mg,Vitamin B2,0.16,mg,Vitamin B6,0.34,mg,Vitamin B12,2,µg,Niacin,5.7,mg,Folat,3,µg,Pantothensäure,1,mg,Vitamin C,10.8,mg,Vitamin D,0,µg,Vitamin E,0.29,alpha-tocopherol equivalent,Natrium,1170,mg,Kalium,460,mg,Chlorid,1730,mg,Kalzium,7.7,mg,Magnesium,21,mg,Phosphor,220,mg,Eisen,0.7,mg,Jodid,1.1,µg,Zink,2.7,mg
484,Roquefort,,Milch und Milchprodukte/Hartkäse,g,100,Energie kJ,1490,kJ,Energie kcal,365,kcal,Protein,18.7,g,Alkohol,0,g,Wasser,42.6,g,Kohlenhydrate,0,g,Stärke,0,g,,0,g,Ballaststoffe,0,g,Fett,32,g,Cholesterin,95,mg,Einfache ungesättigte Fettsäuren,7.4,g,Gesättigte Fettsäuren,19,g,Mehrfach ungesättigte Fettsäuren,1.5,g,Vitamin A,253,retinol equivalent,all-trans retinol equivalents,253,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.05,mg,Vitamin B2,0.6,mg,Vitamin B6,0.12,mg,Vitamin B12,0.5,µg,Niacin,0.7,mg,Folat,40,µg,Pantothensäure,0.4,mg,Vitamin C,0,mg,Vitamin D,0.2,µg,Vitamin E,0.8,alpha-tocopherol equivalent,Natrium,1600,mg,Kalium,120,mg,Chlorid,2400,mg,Kalzium,600,mg,Magnesium,27,mg,Phosphor,430,mg,Eisen,0.4,mg,Jodid,40,µg,Zink,2.5,mg
1021,"Rosenkohl, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,180,kJ,Energie kcal,45,kcal,Protein,3.8,g,Alkohol,0,g,Wasser,87.5,g,Kohlenhydrate,3,g,Stärke,0.6,g,,2.8,g,Ballaststoffe,4.1,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,12,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,135,beta-carotene equivalent,beta-carotene,121,µg,Vitamin B1,0.11,mg,Vitamin B2,0.11,mg,Vitamin B6,0.23,mg,Vitamin B12,0,µg,Niacin,0.54,mg,Folat,75,µg,Pantothensäure,0.57,mg,Vitamin C,79.3,mg,Vitamin D,0,µg,Vitamin E,0.87,alpha-tocopherol equivalent,Natrium,7.4,mg,Kalium,340,mg,Chlorid,26,mg,Kalzium,28,mg,Magnesium,20,mg,Phosphor,70,mg,Eisen,0.8,mg,Jodid,0.6,µg,Zink,0.4,mg
363,"Rosenkohl, roh",,Gemüse/Gemüse frisch,g,100,Energie kJ,180,kJ,Energie kcal,45,kcal,Protein,4,g,Alkohol,0,g,Wasser,87,g,Kohlenhydrate,4,g,Stärke,0.6,g,,2.9,g,Ballaststoffe,4.3,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,12,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,140,beta-carotene equivalent,beta-carotene,140,µg,Vitamin B1,0.14,mg,Vitamin B2,0.13,mg,Vitamin B6,0.28,mg,Vitamin B12,0,µg,Niacin,0.7,mg,Folat,130,µg,Pantothensäure,0.7,mg,Vitamin C,110,mg,Vitamin D,0,µg,Vitamin E,0.9,alpha-tocopherol equivalent,Natrium,9,mg,Kalium,410,mg,Chlorid,28,mg,Kalzium,31,mg,Magnesium,23,mg,Phosphor,77,mg,Eisen,1.1,mg,Jodid,0.7,µg,Zink,0.5,mg
477,"Rosine, getrocknet",Weinbeere;Sultanine,Früchte/Früchte getrocknet,g,100,Energie kJ,1260,kJ,Energie kcal,300,kcal,Protein,2.5,g,Alkohol,0,g,Wasser,15.7,g,Kohlenhydrate,68,g,Stärke,0,g,,67.1,g,Ballaststoffe,5.2,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.12,mg,Vitamin B2,0.06,mg,Vitamin B6,0.11,mg,Vitamin B12,0,µg,Niacin,0.5,mg,Folat,4,µg,Pantothensäure,0.1,mg,Vitamin C,1,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,21,mg,Kalium,780,mg,Chlorid,10,mg,Kalzium,80,mg,Magnesium,41,mg,Phosphor,110,mg,Eisen,2.3,mg,Jodid,2,µg,Zink,0.2,mg
462,"Rosmarin, roh",,Gemüse/Kräuter,g,100,Energie kJ,260,kJ,Energie kcal,65,kcal,Protein,0.8,g,Alkohol,0,g,Wasser,85,g,Kohlenhydrate,8,g,Stärke,0.1,g,,7.6,g,Ballaststoffe,2.9,g,Fett,3,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.5,g,Mehrfach ungesättigte Fettsäuren,1.4,g,Vitamin A,46,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,550,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.08,mg,Vitamin B2,0.12,mg,Vitamin B6,0.05,mg,Vitamin B12,0,µg,Niacin,0.17,mg,Folat,0,µg,Pantothensäure,0,mg,Vitamin C,16.5,mg,Vitamin D,0,µg,Vitamin E,0.86,alpha-tocopherol equivalent,Natrium,8,mg,Kalium,160,mg,Chlorid,33,mg,Kalzium,210,mg,Magnesium,36,mg,Phosphor,12,mg,Eisen,4.8,mg,Jodid,1,µg,Zink,0.5,mg
858,"Rösti, Fertigprodukt",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",g,100,Energie kJ,500,kJ,Energie kcal,120,kcal,Protein,2,g,Alkohol,0,g,Wasser,72.6,g,Kohlenhydrate,19,g,Stärke,17.7,g,,0.9,g,Ballaststoffe,1.3,g,Fett,4,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,1.3,g,Gesättigte Fettsäuren,1.6,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.17,mg,Vitamin B2,0.02,mg,Vitamin B6,0.41,mg,Vitamin B12,0,µg,Niacin,0.47,mg,Folat,28,µg,Pantothensäure,0.35,mg,Vitamin C,12.7,mg,Vitamin D,0,µg,Vitamin E,0.39,alpha-tocopherol equivalent,Natrium,430,mg,Kalium,320,mg,Chlorid,660,mg,Kalzium,5.6,mg,Magnesium,15,mg,Phosphor,34,mg,Eisen,0.4,mg,Jodid,28,µg,Zink,0.2,mg
1022,"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)",Rotkraut;Blaukraut,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,120,kJ,Energie kcal,30,kcal,Protein,1.3,g,Alkohol,0,g,Wasser,91.3,g,Kohlenhydrate,4,g,Stärke,0,g,,3.7,g,Ballaststoffe,2.8,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,6,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,74,beta-carotene equivalent,beta-carotene,42,µg,Vitamin B1,0.04,mg,Vitamin B2,0.02,mg,Vitamin B6,0.11,mg,Vitamin B12,0,µg,Niacin,0.3,mg,Folat,24,µg,Pantothensäure,0.23,mg,Vitamin C,27.4,mg,Vitamin D,0,µg,Vitamin E,0.83,alpha-tocopherol equivalent,Natrium,8.1,mg,Kalium,180,mg,Chlorid,88,mg,Kalzium,47,mg,Magnesium,10,mg,Phosphor,32,mg,Eisen,0.4,mg,Jodid,2.6,µg,Zink,0.2,mg
364,"Rotkohl, roh",Rotkraut;Blaukraut,Gemüse/Gemüse frisch,g,100,Energie kJ,130,kJ,Energie kcal,30,kcal,Protein,1.4,g,Alkohol,0,g,Wasser,90.6,g,Kohlenhydrate,4,g,Stärke,0,g,,4,g,Ballaststoffe,3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,7,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,80,beta-carotene equivalent,beta-carotene,50,µg,Vitamin B1,0.05,mg,Vitamin B2,0.03,mg,Vitamin B6,0.15,mg,Vitamin B12,0,µg,Niacin,0.4,mg,Folat,43,µg,Pantothensäure,0.3,mg,Vitamin C,57,mg,Vitamin D,0,µg,Vitamin E,0.9,alpha-tocopherol equivalent,Natrium,10,mg,Kalium,250,mg,Chlorid,100,mg,Kalzium,52,mg,Magnesium,13,mg,Phosphor,36,mg,Eisen,0.5,mg,Jodid,2.9,µg,Zink,0.2,mg
829,Ruchbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",g,100,Energie kJ,1000,kJ,Energie kcal,235,kcal,Protein,9.5,g,Alkohol,0,g,Wasser,40.9,g,Kohlenhydrate,44,g,Stärke,43.5,g,,0.5,g,Ballaststoffe,4.1,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.24,mg,Vitamin B2,0.07,mg,Vitamin B6,0.17,mg,Vitamin B12,0,µg,Niacin,2.4,mg,Folat,20,µg,Pantothensäure,0.39,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.4,alpha-tocopherol equivalent,Natrium,630,mg,Kalium,170,mg,Chlorid,970,mg,Kalzium,15,mg,Magnesium,38,mg,Phosphor,160,mg,Eisen,2.1,mg,Jodid,1.4,µg,Zink,1.6,mg
468,"Rucola, roh",Rauke,Gemüse/Gemüse frisch,g,100,Energie kJ,120,kJ,Energie kcal,30,kcal,Protein,2.6,g,Alkohol,0,g,Wasser,91.7,g,Kohlenhydrate,2,g,Stärke,0,g,,2.1,g,Ballaststoffe,1.6,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.3,g,Vitamin A,237,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2840,beta-carotene equivalent,beta-carotene,2840,µg,Vitamin B1,0.04,mg,Vitamin B2,0.09,mg,Vitamin B6,0.07,mg,Vitamin B12,0,µg,Niacin,0.3,mg,Folat,97,µg,Pantothensäure,0,mg,Vitamin C,15,mg,Vitamin D,0,µg,Vitamin E,0.43,alpha-tocopherol equivalent,Natrium,27,mg,Kalium,370,mg,Chlorid,0,mg,Kalzium,160,mg,Magnesium,0,mg,Phosphor,52,mg,Eisen,1.5,mg,Jodid,0,µg,Zink,0.4,mg
916,Rüeblitorte,Rüeblikuchen;Rüeblicake,"Süssigkeiten/Kuchen, Torten und Cake",g,100,Energie kJ,1210,kJ,Energie kcal,295,kcal,Protein,9.8,g,Alkohol,0,g,Wasser,44.3,g,Kohlenhydrate,25,g,Stärke,6.5,g,,19.2,g,Ballaststoffe,4.5,g,Fett,16,g,Cholesterin,120,mg,Einfache ungesättigte Fettsäuren,9.3,g,Gesättigte Fettsäuren,1.7,g,Mehrfach ungesättigte Fettsäuren,4,g,Vitamin A,258,retinol equivalent,all-trans retinol equivalents,51,retinol equivalent,beta-carotene activity,2480,beta-carotene equivalent,beta-carotene,1850,µg,Vitamin B1,0.19,mg,Vitamin B2,0.25,mg,Vitamin B6,0.13,mg,Vitamin B12,1.6,µg,Niacin,0.93,mg,Folat,19,µg,Pantothensäure,0.52,mg,Vitamin C,2.9,mg,Vitamin D,0.8,µg,Vitamin E,3.4,alpha-tocopherol equivalent,Natrium,62,mg,Kalium,290,mg,Chlorid,57,mg,Kalzium,100,mg,Magnesium,71,mg,Phosphor,200,mg,Eisen,2.2,mg,Jodid,9.4,µg,Zink,2.1,mg
