ID,name,synonyms,category,matrix_unit,matrix_amount,components[0].name,components[0].amount,components[0].unit,components[1].name,components[1].amount,components[1].unit,components[2].name,components[2].amount,components[2].unit,components[3].name,components[3].amount,components[3].unit,components[4].name,components[4].amount,components[4].unit,components[5].name,components[5].amount,components[5].unit,components[6].name,components[6].amount,components[6].unit,components[7].name,components[7].amount,components[7].unit,components[8].name,components[8].amount,components[8].unit,components[9].name,components[9].amount,components[9].unit,components[10].name,components[10].amount,components[10].unit,components[11].name,components[11].amount,components[11].unit,components[12].name,components[12].amount,components[12].unit,components[13].name,components[13].amount,components[13].unit,components[14].name,components[14].amount,components[14].unit,components[15].name,components[15].amount,components[15].unit,components[16].name,components[16].amount,components[16].unit,components[17].name,components[17].amount,components[17].unit,components[18].name,components[18].amount,components[18].unit,components[19].name,components[19].amount,components[19].unit,components[20].name,components[20].amount,components[20].unit,components[21].name,components[21].amount,components[21].unit,components[22].name,components[22].amount,components[22].unit,components[23].name,components[23].amount,components[23].unit,components[24].name,components[24].amount,components[24].unit,components[25].name,components[25].amount,components[25].unit,components[26].name,components[26].amount,components[26].unit,components[27].name,components[27].amount,components[27].unit,components[28].name,components[28].amount,components[28].unit,components[30].name,components[30].amount,components[30].unit,components[31].name,components[31].amount,components[31].unit,components[32].name,components[32].amount,components[32].unit,components[33].name,components[33].amount,components[33].unit,components[34].name,components[34].amount,components[34].unit,components[35].name,components[35].amount,components[35].unit,components[36].name,components[36].amount,components[36].unit,components[37].name,components[37].amount,components[37].unit
10533,Agar Agar,,Verschiedenes/Gelier- und Bindemittel,g,100,Energie kJ,650,kJ,Energie kcal,160,kcal,Protein,2.4,g,Alkohol,,,Wasser,20.5,g,Kohlenhydrate,0,g,Stärke,,,Zucker,,,Ballaststoffe,74.1,g,Fett,0,g,Cholesterin,,,Einfache ungesättigte Fettsäuren,,,Gesättigte Fettsäuren,,,Mehrfach ungesättigte Fettsäuren,,,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,,,Vitamin B2,,,Vitamin B6,,,Vitamin B12,,,Niacin,,,Folat,,,Pantothensäure,,,Vitamin C,,,Vitamin D,,,Vitamin E,,,Natrium,130,mg,Kalium,52,mg,Chlorid,,,Kalzium,660,mg,Magnesium,100,mg,Phosphor,34,mg,Eisen,4.5,mg,Jodid,,,Zink,1.5,mg
10536,Agavensirup,Agavendicksaft,Süssigkeiten/Zucker und Süssstoffe,g,100,Energie kJ,1250,kJ,Energie kcal,295,kcal,Protein,0.2,g,Alkohol,,,Wasser,,,Kohlenhydrate,73,g,Stärke,,,Zucker,,,Ballaststoffe,0,g,Fett,0,g,Cholesterin,,,Einfache ungesättigte Fettsäuren,,,Gesättigte Fettsäuren,,,Mehrfach ungesättigte Fettsäuren,,,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,,,Vitamin B2,,,Vitamin B6,,,Vitamin B12,,,Niacin,,,Folat,,,Pantothensäure,,,Vitamin C,,,Vitamin D,,,Vitamin E,,,Natrium,,,Kalium,,,Chlorid,,,Kalzium,,,Magnesium,,,Phosphor,,,Eisen,,,Jodid,,,Zink,,
1478,"Älplermagronen, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,g,100,Energie kJ,770,kJ,Energie kcal,185,kcal,Protein,6.1,g,Alkohol,0,g,Wasser,64.6,g,Kohlenhydrate,19,g,Stärke,17.1,g,Zucker,1.4,g,Ballaststoffe,1.7,g,Fett,9,g,Cholesterin,26,mg,Einfache ungesättigte Fettsäuren,2.1,g,Gesättigte Fettsäuren,5.3,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,94,retinol equivalent,all-trans retinol equivalents,90,retinol equivalent,beta-carotene activity,48,beta-carotene equivalent,beta-carotene,5,µg,Vitamin B1,0.05,mg,Vitamin B2,0.08,mg,Vitamin B6,0.13,mg,Vitamin B12,0.32,µg,Niacin,0.7,mg,Folat,11,µg,Pantothensäure,0.24,mg,Vitamin C,4.5,mg,Vitamin D,0.3,µg,Vitamin E,0.2,alpha-tocopherol equivalent,Natrium,440,mg,Kalium,160,mg,Chlorid,690,mg,Kalzium,120,mg,Magnesium,19,mg,Phosphor,120,mg,Eisen,0.4,mg,Jodid,6.7,µg,Zink,0.8,mg
868,Amaretti (Mandelgebäck),,Süssigkeiten/Guetzli,g,100,Energie kJ,1900,kJ,Energie kcal,455,kcal,Protein,7.6,g,Alkohol,0,g,Wasser,0.7,g,Kohlenhydrate,76,g,Stärke,1,g,Zucker,75.7,g,Ballaststoffe,3.2,g,Fett,12,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,7.9,g,Gesättigte Fettsäuren,0.9,g,Mehrfach ungesättigte Fettsäuren,3.3,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.08,mg,Vitamin B2,0.19,mg,Vitamin B6,0.04,mg,Vitamin B12,0.02,µg,Niacin,0.54,mg,Folat,13,µg,Pantothensäure,0.16,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,3,alpha-tocopherol equivalent,Natrium,36,mg,Kalium,220,mg,Chlorid,49,mg,Kalzium,69,mg,Magnesium,62,mg,Phosphor,130,mg,Eisen,1.3,mg,Jodid,2,µg,Zink,1.5,mg
617,"Ananas, gezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,370,kJ,Energie kcal,90,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,77.9,g,Kohlenhydrate,20,g,Stärke,0,g,Zucker,20.2,g,Ballaststoffe,1.3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.06,mg,Vitamin B2,0.02,mg,Vitamin B6,0.07,mg,Vitamin B12,0,µg,Niacin,0.24,mg,Folat,6.3,µg,Pantothensäure,0.15,mg,Vitamin C,8.1,mg,Vitamin D,0,µg,Vitamin E,0.09,alpha-tocopherol equivalent,Natrium,1.8,mg,Kalium,120,mg,Chlorid,35,mg,Kalzium,13,mg,Magnesium,14,mg,Phosphor,9.9,mg,Eisen,0.3,mg,Jodid,0,µg,Zink,0.1,mg
377,"Ananas, roh",,Früchte/Früchte frisch,g,100,Energie kJ,220,kJ,Energie kcal,55,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,86.5,g,Kohlenhydrate,11,g,Stärke,0,g,Zucker,11.3,g,Ballaststoffe,1.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,5,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,56,beta-carotene equivalent,beta-carotene,56,µg,Vitamin B1,0.08,mg,Vitamin B2,0.03,mg,Vitamin B6,0.09,mg,Vitamin B12,0,µg,Niacin,0.3,mg,Folat,14,µg,Pantothensäure,0.2,mg,Vitamin C,18,mg,Vitamin D,0,µg,Vitamin E,0.1,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,150,mg,Chlorid,39,mg,Kalzium,15,mg,Magnesium,15,mg,Phosphor,11,mg,Eisen,0.3,mg,Jodid,1.4,µg,Zink,0.1,mg
618,"Ananas, ungezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,220,kJ,Energie kcal,55,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,86.5,g,Kohlenhydrate,11,g,Stärke,0,g,Zucker,11.3,g,Ballaststoffe,1.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.06,mg,Vitamin B2,0.03,mg,Vitamin B6,0.08,mg,Vitamin B12,0,µg,Niacin,0.27,mg,Folat,7,µg,Pantothensäure,0.17,mg,Vitamin C,9,mg,Vitamin D,0,µg,Vitamin E,0.1,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,130,mg,Chlorid,39,mg,Kalzium,14,mg,Magnesium,15,mg,Phosphor,11,mg,Eisen,0.3,mg,Jodid,0,µg,Zink,0.1,mg
1049,"Apfel, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,310,kJ,Energie kcal,75,kcal,Protein,0.4,g,Alkohol,0,g,Wasser,80.3,g,Kohlenhydrate,15,g,Stärke,0.1,g,Zucker,15.3,g,Ballaststoffe,2.8,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,3,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,34,beta-carotene equivalent,beta-carotene,20,µg,Vitamin B1,0.03,mg,Vitamin B2,0.02,mg,Vitamin B6,0.06,mg,Vitamin B12,0,µg,Niacin,0.12,mg,Folat,12,µg,Pantothensäure,0.12,mg,Vitamin C,4.6,mg,Vitamin D,0,µg,Vitamin E,0.66,alpha-tocopherol equivalent,Natrium,5.3,mg,Kalium,140,mg,Chlorid,2.9,mg,Kalzium,6.2,mg,Magnesium,5.3,mg,Phosphor,12,mg,Eisen,0.3,mg,Jodid,1,µg,Zink,0.1,mg
435,"Apfel, geschält, getrocknet",Dörrapfel,Früchte/Früchte getrocknet,g,100,Energie kJ,1250,kJ,Energie kcal,295,kcal,Protein,1.5,g,Alkohol,0,g,Wasser,20,g,Kohlenhydrate,63,g,Stärke,0.1,g,Zucker,60,g,Ballaststoffe,9.2,g,Fett,2,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.5,g,Mehrfach ungesättigte Fettsäuren,1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.09,mg,Vitamin B2,0.06,mg,Vitamin B6,0.15,mg,Vitamin B12,0,µg,Niacin,0.31,mg,Folat,20,µg,Pantothensäure,0,mg,Vitamin C,12.2,mg,Vitamin D,0,µg,Vitamin E,1.8,alpha-tocopherol equivalent,Natrium,15,mg,Kalium,520,mg,Chlorid,10,mg,Kalzium,15,mg,Magnesium,31,mg,Phosphor,56,mg,Eisen,2,mg,Jodid,10,µg,Zink,0.6,mg
378,"Apfel, roh",,Früchte/Früchte frisch,g,100,Energie kJ,240,kJ,Energie kcal,55,kcal,Protein,0.3,g,Alkohol,0,g,Wasser,85,g,Kohlenhydrate,12,g,Stärke,0.1,g,Zucker,11.6,g,Ballaststoffe,2.1,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,2,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,26,beta-carotene equivalent,beta-carotene,20,µg,Vitamin B1,0.03,mg,Vitamin B2,0.02,mg,Vitamin B6,0.05,mg,Vitamin B12,0,µg,Niacin,0.1,mg,Folat,13,µg,Pantothensäure,0.1,mg,Vitamin C,5,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,4,mg,Kalium,120,mg,Chlorid,2.2,mg,Kalzium,5,mg,Magnesium,4,mg,Phosphor,9,mg,Eisen,0.2,mg,Jodid,0.8,µg,Zink,0.1,mg
1479,"Apfelkuchen, gebacken (mit Blätterteig)",Apfelwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,600,kJ,Energie kcal,145,kcal,Protein,2.3,g,Alkohol,0,g,Wasser,72.5,g,Kohlenhydrate,17,g,Stärke,6.9,g,Zucker,9.5,g,Ballaststoffe,1.7,g,Fett,7,g,Cholesterin,39,mg,Einfache ungesättigte Fettsäuren,1.7,g,Gesättigte Fettsäuren,3.9,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,73,retinol equivalent,all-trans retinol equivalents,69,retinol equivalent,beta-carotene activity,46,beta-carotene equivalent,beta-carotene,37,µg,Vitamin B1,0.04,mg,Vitamin B2,0.05,mg,Vitamin B6,0.06,mg,Vitamin B12,0.31,µg,Niacin,0.32,mg,Folat,6.2,µg,Pantothensäure,0.18,mg,Vitamin C,2.7,mg,Vitamin D,0.2,µg,Vitamin E,0.52,alpha-tocopherol equivalent,Natrium,94,mg,Kalium,110,mg,Chlorid,140,mg,Kalzium,20,mg,Magnesium,6.6,mg,Phosphor,37,mg,Eisen,0.4,mg,Jodid,3,µg,Zink,0.3,mg
1480,"Apfelkuchen, gebacken (mit Kuchenteig)",Apfelwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,570,kJ,Energie kcal,135,kcal,Protein,2.7,g,Alkohol,0,g,Wasser,71.8,g,Kohlenhydrate,19,g,Stärke,9.2,g,Zucker,9.5,g,Ballaststoffe,1.8,g,Fett,5,g,Cholesterin,33,mg,Einfache ungesättigte Fettsäuren,1.2,g,Gesättigte Fettsäuren,2.6,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,52,retinol equivalent,all-trans retinol equivalents,48,retinol equivalent,beta-carotene activity,36,beta-carotene equivalent,beta-carotene,28,µg,Vitamin B1,0.04,mg,Vitamin B2,0.05,mg,Vitamin B6,0.06,mg,Vitamin B12,0.31,µg,Niacin,0.41,mg,Folat,6.4,µg,Pantothensäure,0.19,mg,Vitamin C,2.7,mg,Vitamin D,0.2,µg,Vitamin E,0.49,alpha-tocopherol equivalent,Natrium,100,mg,Kalium,110,mg,Chlorid,150,mg,Kalzium,20,mg,Magnesium,7.3,mg,Phosphor,40,mg,Eisen,0.4,mg,Jodid,3.1,µg,Zink,0.3,mg
627,"Apfelmus, gezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,380,kJ,Energie kcal,90,kcal,Protein,0.3,g,Alkohol,0,g,Wasser,76.5,g,Kohlenhydrate,21,g,Stärke,0.1,g,Zucker,20.4,g,Ballaststoffe,1.9,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.04,mg,Vitamin B12,0,µg,Niacin,0.08,mg,Folat,5.9,µg,Pantothensäure,0.08,mg,Vitamin C,2.2,mg,Vitamin D,0,µg,Vitamin E,0.34,alpha-tocopherol equivalent,Natrium,3.6,mg,Kalium,97,mg,Chlorid,2.1,mg,Kalzium,4.4,mg,Magnesium,3.6,mg,Phosphor,8.1,mg,Eisen,0.2,mg,Jodid,0.7,µg,Zink,0.1,mg
628,"Apfelmus, ungezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,240,kJ,Energie kcal,55,kcal,Protein,0.3,g,Alkohol,0,g,Wasser,85,g,Kohlenhydrate,12,g,Stärke,0.1,g,Zucker,11.6,g,Ballaststoffe,2.1,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,,,all-trans retinol equivalents,,,beta-carotene activity,,,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.04,mg,Vitamin B12,0,µg,Niacin,0.09,mg,Folat,6.5,µg,Pantothensäure,0.08,mg,Vitamin C,2.5,mg,Vitamin D,0,µg,Vitamin E,0.43,alpha-tocopherol equivalent,Natrium,4,mg,Kalium,110,mg,Chlorid,2.2,mg,Kalzium,4.8,mg,Magnesium,4,mg,Phosphor,9,mg,Eisen,0.2,mg,Jodid,0.8,µg,Zink,0.1,mg
568,Apfelsaft,Süssmost,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,ml,100,Energie kJ,190,kJ,Energie kcal,45,kcal,Protein,0.1,g,Alkohol,0,g,Wasser,87.7,g,Kohlenhydrate,11,g,Stärke,0,g,Zucker,10.3,g,Ballaststoffe,0,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.02,mg,Vitamin B2,0.02,mg,Vitamin B6,0.04,mg,Vitamin B12,0,µg,Niacin,0.16,mg,Folat,1,µg,Pantothensäure,0.07,mg,Vitamin C,7.4,mg,Vitamin D,0,µg,Vitamin E,0.51,alpha-tocopherol equivalent,Natrium,2.3,mg,Kalium,120,mg,Chlorid,2,mg,Kalzium,6.7,mg,Magnesium,5.5,mg,Phosphor,8,mg,Eisen,0.2,mg,Jodid,2,µg,Zink,0.1,mg
512,"Apfelwein, 4 vol%",Apfelmost;Saurer Most;Cider,Alkoholhaltige Getränke/Wein,ml,100,Energie kJ,140,kJ,Energie kcal,35,kcal,Protein,0,g,Alkohol,3.1,g,Wasser,93.2,g,Kohlenhydrate,3,g,Stärke,0,g,Zucker,2.5,g,Ballaststoffe,0,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1,beta-carotene equivalent,beta-carotene,1,µg,Vitamin B1,0,mg,Vitamin B2,0,mg,Vitamin B6,0.01,mg,Vitamin B12,0,µg,Niacin,0,mg,Folat,0,µg,Pantothensäure,0.04,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,4,mg,Kalium,120,mg,Chlorid,5,mg,Kalzium,9,mg,Magnesium,4,mg,Phosphor,5,mg,Eisen,0.8,mg,Jodid,10,µg,Zink,0.2,mg
513,"Apfelwein, 6.2 vol%",Apfelmost;Saurer Most;Cider,Alkoholhaltige Getränke/Wein,ml,100,Energie kJ,270,kJ,Energie kcal,65,kcal,Protein,0,g,Alkohol,5,g,Wasser,86.9,g,Kohlenhydrate,7,g,Stärke,0,g,Zucker,7.3,g,Ballaststoffe,0,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1,beta-carotene equivalent,beta-carotene,1,µg,Vitamin B1,0,mg,Vitamin B2,0,mg,Vitamin B6,0.01,mg,Vitamin B12,0.1,µg,Niacin,0.01,mg,Folat,1,µg,Pantothensäure,0.03,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,97,mg,Chlorid,5,mg,Kalzium,5,mg,Magnesium,4,mg,Phosphor,9,mg,Eisen,0.3,mg,Jodid,10,µg,Zink,0.2,mg
554,"Appenzeller, viertelfett",,Milch und Milchprodukte/Hartkäse,g,100,Energie kJ,1000,kJ,Energie kcal,240,kcal,Protein,33.8,g,Alkohol,0,g,Wasser,48.2,g,Kohlenhydrate,0,g,Stärke,0,g,Zucker,0,g,Ballaststoffe,0,g,Fett,11,g,Cholesterin,34,mg,Einfache ungesättigte Fettsäuren,2.7,g,Gesättigte Fettsäuren,6.8,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,136,retinol equivalent,all-trans retinol equivalents,130,retinol equivalent,beta-carotene activity,70,beta-carotene equivalent,beta-carotene,,,Vitamin B1,0.04,mg,Vitamin B2,0.44,mg,Vitamin B6,0.07,mg,Vitamin B12,1,µg,Niacin,0.1,mg,Folat,15,µg,Pantothensäure,0.4,mg,Vitamin C,0,mg,Vitamin D,0.2,µg,Vitamin E,0.36,alpha-tocopherol equivalent,Natrium,810,mg,Kalium,120,mg,Chlorid,1240,mg,Kalzium,1090,mg,Magnesium,36,mg,Phosphor,730,mg,Eisen,0.2,mg,Jodid,35,µg,Zink,2.5,mg
553,"Appenzeller, vollfett",,Milch und Milchprodukte/Hartkäse,g,100,Energie kJ,1600,kJ,Energie kcal,390,kcal,Protein,24.8,g,Alkohol,0,g,Wasser,39.6,g,Kohlenhydrate,0,g,Stärke,0,g,Zucker,0,g,Ballaststoffe,0,g,Fett,32,g,Cholesterin,95,mg,Einfache ungesättigte Fettsäuren,7.4,g,Gesättigte Fettsäuren,19,g,Mehrfach ungesättigte Fettsäuren,1.5,g,Vitamin A,366,retinol equivalent,all-trans retinol equivalents,350,retinol equivalent,beta-carotene activity,190,beta-carotene equivalent,beta-carotene,190,µg,Vitamin B1,0.04,mg,Vitamin B2,0.44,mg,Vitamin B6,0.07,mg,Vitamin B12,1,µg,Niacin,0.1,mg,Folat,15,µg,Pantothensäure,0.4,mg,Vitamin C,0,mg,Vitamin D,0.6,µg,Vitamin E,0.95,alpha-tocopherol equivalent,Natrium,620,mg,Kalium,82,mg,Chlorid,960,mg,Kalzium,740,mg,Magnesium,29,mg,Phosphor,540,mg,Eisen,0.3,mg,Jodid,8.4,µg,Zink,4,mg
1051,"Aprikose, gedünstet, abgetropft (ohne Zugabe von Zucker)",Marille,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,260,kJ,Energie kcal,60,kcal,Protein,1,g,Alkohol,0,g,Wasser,83.4,g,Kohlenhydrate,13,g,Stärke,0,g,Zucker,12.5,g,Ballaststoffe,2.6,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,209,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2500,beta-carotene equivalent,beta-carotene,1880,µg,Vitamin B1,0.04,mg,Vitamin B2,0.06,mg,Vitamin B6,0.08,mg,Vitamin B12,0,µg,Niacin,0.68,mg,Folat,6.1,µg,Pantothensäure,0.34,mg,Vitamin C,6.1,mg,Vitamin D,0,µg,Vitamin E,0.88,alpha-tocopherol equivalent,Natrium,2.5,mg,Kalium,360,mg,Chlorid,1.2,mg,Kalzium,19,mg,Magnesium,12,mg,Phosphor,25,mg,Eisen,0.5,mg,Jodid,0.6,µg,Zink,0.1,mg
469,"Aprikose, getrocknet",Dörraprikose,Früchte/Früchte getrocknet,g,100,Energie kJ,1160,kJ,Energie kcal,275,kcal,Protein,5,g,Alkohol,0,g,Wasser,17.6,g,Kohlenhydrate,48,g,Stärke,0,g,Zucker,43.3,g,Ballaststoffe,17.7,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.3,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,458,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,5500,beta-carotene equivalent,beta-carotene,5500,µg,Vitamin B1,0.01,mg,Vitamin B2,0.16,mg,Vitamin B6,0.26,mg,Vitamin B12,0,µg,Niacin,3.2,mg,Folat,13,µg,Pantothensäure,0.7,mg,Vitamin C,8,mg,Vitamin D,0,µg,Vitamin E,4.5,alpha-tocopherol equivalent,Natrium,11,mg,Kalium,1370,mg,Chlorid,5.4,mg,Kalzium,82,mg,Magnesium,50,mg,Phosphor,110,mg,Eisen,5.2,mg,Jodid,2.7,µg,Zink,0.4,mg
621,"Aprikose, gezuckert (Konserve)",Marille,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,360,kJ,Energie kcal,85,kcal,Protein,0.7,g,Alkohol,0,g,Wasser,78,g,Kohlenhydrate,19,g,Stärke,0,g,Zucker,19,g,Ballaststoffe,1.9,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,75,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,895,beta-carotene equivalent,beta-carotene,713,µg,Vitamin B1,0.03,mg,Vitamin B2,0.04,mg,Vitamin B6,0.06,mg,Vitamin B12,0,µg,Niacin,0.49,mg,Folat,3.2,µg,Pantothensäure,0.23,mg,Vitamin C,3.2,mg,Vitamin D,0,µg,Vitamin E,0.47,alpha-tocopherol equivalent,Natrium,1.8,mg,Kalium,260,mg,Chlorid,1,mg,Kalzium,14,mg,Magnesium,9,mg,Phosphor,18,mg,Eisen,0.4,mg,Jodid,0.4,µg,Zink,0.1,mg
379,"Aprikose, roh",Marille,Früchte/Früchte frisch,g,100,Energie kJ,210,kJ,Energie kcal,50,kcal,Protein,0.8,g,Alkohol,0,g,Wasser,86.7,g,Kohlenhydrate,10,g,Stärke,0,g,Zucker,10,g,Ballaststoffe,2.1,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,167,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,2000,beta-carotene equivalent,beta-carotene,2000,µg,Vitamin B1,0.04,mg,Vitamin B2,0.05,mg,Vitamin B6,0.07,mg,Vitamin B12,0,µg,Niacin,0.6,mg,Folat,7,µg,Pantothensäure,0.3,mg,Vitamin C,7,mg,Vitamin D,0,µg,Vitamin E,0.7,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,320,mg,Chlorid,1,mg,Kalzium,16,mg,Magnesium,10,mg,Phosphor,20,mg,Eisen,0.4,mg,Jodid,0.5,µg,Zink,0.1,mg
623,"Aprikose, ungezuckert (Konserve)",Marille,Früchte/Früchte gekocht (inkl. Konserven),g,100,Energie kJ,210,kJ,Energie kcal,50,kcal,Protein,0.8,g,Alkohol,0,g,Wasser,86.7,g,Kohlenhydrate,10,g,Stärke,0,g,Zucker,10,g,Ballaststoffe,2.1,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,75,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,895,beta-carotene equivalent,beta-carotene,713,µg,Vitamin B1,0.03,mg,Vitamin B2,0.04,mg,Vitamin B6,0.06,mg,Vitamin B12,0,µg,Niacin,0.54,mg,Folat,3.5,µg,Pantothensäure,0.26,mg,Vitamin C,3.5,mg,Vitamin D,0,µg,Vitamin E,0.53,alpha-tocopherol equivalent,Natrium,2,mg,Kalium,280,mg,Chlorid,1,mg,Kalzium,15,mg,Magnesium,10,mg,Phosphor,20,mg,Eisen,0.4,mg,Jodid,0.5,µg,Zink,0.1,mg
